Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
P6220,Hiking Shoes,Footwear,1257.14,0,10,232,S558,35-44,"London, UK",Female,1.57,Standard,19.3,No,77
P5616,Comics,Books,1701.14,0,5,283,S231,45-54,"Phoenix, USA",Female,30.53,Express,4.94,No,20
P4388,Flats,Footwear,1773.16,15,12,6,S679,45-54,"Sydney, Australia",Female,39.16,Standard,9.74,Yes,90
P6361,Headphones,Electronics,477.25,15,12,186,S465,55+,"Paris, France",Female,2.61,Express,19.75,Yes,63
P1665,Camera,Electronics,1689.79,25,10,465,S482,55+,"Dubai, UAE",Male,12.34,Express,19.97,No,96
P4880,Graphic Novels,Books,1050.39,5,5,466,S295,55+,"Houston, USA",Non-Binary,2.47,Standard,10.52,Yes,79
P6175,Non-Fiction,Books,847.43,10,10,268,S467,55+,"London, UK",Non-Binary,16.94,Express,2.34,Yes,1
P7993,Gaming Console,Electronics,1429.14,10,10,122,S231,18-24,"Chicago, USA",Male,24.74,Express,11.35,Yes,6
P7459,T-shirt,Apparel,1529.8,15,8,318,S570,45-54,"Los Angeles, USA",Non-Binary,3.93,Express,12.44,No,55
P8512,Microwave,Home Appliances,507.4,20,5,346,S460,35-44,"Paris, France",Male,1.73,Express,13.46,Yes,83
P4293,Refrigerator,Home Appliances,413.41,5,8,139,S420,35-44,"Los Angeles, USA",Male,47.91,Overnight,14.73,Yes,81
P5089,Magazines,Books,1440.78,25,10,337,S139,25-34,"Sydney, Australia",Female,5.47,Standard,12.73,No,9
P6421,Sneakers,Footwear,389.97,15,10,210,S200,35-44,"Paris, France",Non-Binary,39.27,Express,16.02,Yes,80
P3418,Washing Machine,Home Appliances,483.43,5,5,47,S554,18-24,"Cape Town, South Africa",Non-Binary,2.6,Overnight,14.7,No,11
P5277,Heels,Footwear,1117.03,20,12,168,S573,35-44,"Phoenix, USA",Female,8.16,Overnight,19.92,No,56
P5070,Monitor,Electronics,1874.4,15,12,445,S968,18-24,"Phoenix, USA",Non-Binary,22.56,Overnight,19.73,Yes,27
P5693,Speaker,Electronics,924.9,5,10,398,S570,35-44,"Toronto, Canada",Female,45.49,Express,2.41,Yes,87
P7472,Jacket,Apparel,1459.78,20,5,63,S411,55+,"Tokyo, Japan",Female,3.4,Standard,14.93,Yes,63
P4656,Biographies,Books,471.06,25,8,213,S877,18-24,"Phoenix, USA",Male,16.33,Overnight,19.53,Yes,55
P4260,Fiction,Books,659.99,5,15,346,S948,35-44,"New York, USA",Female,29.36,Overnight,4.78,Yes,88
P9263,Biographies,Books,950.75,15,10,69,S587,55+,"Cape Town, South Africa",Female,35.53,Overnight,14.08,No,95
P4262,Refrigerator,Home Appliances,1730.55,15,12,173,S552,35-44,"Sydney, Australia",Male,30.59,Express,19.33,No,1
P9995,Dress,Apparel,1349.45,5,12,206,S360,45-54,"Phoenix, USA",Male,7.76,Express,6.8,No,8
P6023,Non-Fiction,Books,1531.87,0,15,459,S548,25-34,"Tokyo, Japan",Female,28.21,Standard,3.83,No,96
P6940,Toaster,Home Appliances,801.78,10,12,111,S646,35-44,"London, UK",Male,2.45,Overnight,17.52,Yes,17
P1451,Running Shoes,Footwear,689.82,15,10,458,S391,18-24,"Tokyo, Japan",Male,26.01,Overnight,8.67,Yes,1
P6187,Headphones,Electronics,254,10,10,184,S545,35-44,"Berlin, Germany",Non-Binary,45.25,Overnight,19.87,Yes,12
P7787,Blender,Home Appliances,1660.99,5,10,164,S668,25-34,"Chicago, USA",Non-Binary,15.98,Express,10.59,Yes,47
P8144,Toaster,Home Appliances,530.34,25,5,39,S764,25-34,"New York, USA",Male,24.21,Express,14.31,No,92
P2677,Jeans,Apparel,1947.18,25,10,306,S662,55+,"Phoenix, USA",Male,36.33,Standard,13.95,Yes,52
P3214,Graphic Novels,Books,1116.9,25,8,336,S331,45-54,"Dubai, UAE",Female,8.88,Standard,5.95,No,21
P8255,Shorts,Apparel,312,5,5,232,S174,18-24,"New York, USA",Male,40.67,Overnight,17.22,Yes,84
P9905,Jacket,Apparel,1398.52,25,8,99,S662,35-44,"Los Angeles, USA",Male,18.61,Overnight,17.29,No,69
P2576,Sandals,Footwear,1037.42,20,10,290,S561,25-34,"Toronto, Canada",Female,2.71,Express,13.83,No,22
P2730,Gaming Console,Electronics,1855.62,0,8,212,S979,35-44,"Tokyo, Japan",Non-Binary,45.84,Express,8.79,Yes,61
P8791,Speaker,Electronics,244.26,25,8,78,S306,35-44,"Berlin, Germany",Non-Binary,40.48,Express,9.3,No,73
P9853,Biographies,Books,805.1,20,15,87,S119,35-44,"Mumbai, India",Male,39.57,Overnight,11.24,Yes,65
P9573,Jeans,Apparel,1465.28,0,12,307,S672,55+,"London, UK",Non-Binary,6.95,Overnight,16,Yes,65
P2384,Speaker,Electronics,1279.18,5,8,50,S776,55+,Singapore,Female,29.27,Standard,5.76,No,75
P3686,Monitor,Electronics,188.89,5,5,144,S504,55+,"Houston, USA",Non-Binary,43.75,Overnight,5.46,Yes,29
P8596,Smartwatch,Electronics,163.05,0,10,456,S106,18-24,"Cape Town, South Africa",Non-Binary,2.49,Overnight,9.85,Yes,70
P2768,Textbooks,Books,1038.74,15,8,282,S421,25-34,"New York, USA",Female,34.32,Express,17.03,Yes,58
P7846,Sneakers,Footwear,1760.69,20,12,37,S245,25-34,"London, UK",Female,32.05,Overnight,16.82,No,1
P7648,Non-Fiction,Books,1306.02,25,12,81,S729,55+,"Sydney, Australia",Non-Binary,40.54,Standard,7.2,Yes,9
P1554,Dishwasher,Home Appliances,1736.82,0,15,216,S897,18-24,"Cape Town, South Africa",Non-Binary,8.1,Overnight,5.31,No,73
P3185,Cookbooks,Books,914.28,0,12,236,S248,35-44,"New York, USA",Male,41.97,Standard,10.55,No,72
P8500,Shirt,Apparel,117.22,25,12,183,S384,55+,"Toronto, Canada",Male,27.6,Standard,5.36,No,12
P4533,Jacket,Apparel,716.82,15,5,71,S548,18-24,Singapore,Non-Binary,25.8,Standard,1.65,Yes,47
P2937,Refrigerator,Home Appliances,865.97,15,12,253,S373,45-54,"London, UK",Female,0.79,Express,18.99,No,34
P3929,Magazines,Books,1990.49,5,5,240,S539,45-54,"New York, USA",Male,41,Express,11.42,Yes,86
P9063,Washing Machine,Home Appliances,995.2,10,8,210,S271,25-34,"Berlin, Germany",Male,5.46,Standard,7.81,No,9
P2307,Refrigerator,Home Appliances,1134.16,25,8,159,S965,18-24,Singapore,Male,18.24,Overnight,6.72,No,47
P5962,Toaster,Home Appliances,1522.37,10,10,201,S477,35-44,"Chicago, USA",Non-Binary,9.18,Standard,8.36,No,10
P3449,Textbooks,Books,56.33,10,8,392,S731,55+,"Chicago, USA",Female,40.23,Overnight,18.71,Yes,19
P1373,Dishwasher,Home Appliances,1892.82,0,8,464,S558,45-54,"Dubai, UAE",Female,34.48,Express,17.88,Yes,80
P7730,Jacket,Apparel,1971.52,10,10,131,S769,55+,"Houston, USA",Male,7.22,Overnight,10.98,Yes,17
P8325,Slippers,Footwear,713,15,10,323,S769,55+,"Los Angeles, USA",Male,28.8,Standard,14.77,No,58
P3631,Sandals,Footwear,813.91,15,5,59,S676,35-44,"Sydney, Australia",Female,27.75,Express,4.97,Yes,5
P8495,Monitor,Electronics,229.36,10,10,412,S731,18-24,"New York, USA",Male,11.23,Overnight,19.86,Yes,50
P7185,Speaker,Electronics,446.82,25,15,16,S918,45-54,"Phoenix, USA",Female,24.21,Overnight,10.37,No,61
P9184,Non-Fiction,Books,635.99,15,5,468,S640,55+,"Berlin, Germany",Male,15.25,Standard,1.49,Yes,52
P2021,Headphones,Electronics,1318.38,20,10,417,S501,55+,"Toronto, Canada",Male,40.41,Overnight,10.22,Yes,40
P7373,Hiking Shoes,Footwear,402.82,15,5,158,S527,55+,"Toronto, Canada",Male,10.58,Express,3.76,No,93
P5971,Boots,Footwear,1453.85,5,10,367,S545,55+,"Paris, France",Non-Binary,47.1,Overnight,15.57,No,76
P5091,Sweater,Apparel,906.61,25,8,350,S219,35-44,"Los Angeles, USA",Male,2.86,Standard,13.89,No,29
P8437,Cookbooks,Books,121.49,5,12,87,S938,45-54,"Tokyo, Japan",Male,33.53,Express,7.44,No,87
P3932,Boots,Footwear,395.46,25,5,48,S333,25-34,"Dubai, UAE",Non-Binary,48.61,Standard,16.76,No,51
P9982,T-shirt,Apparel,987.71,20,12,297,S494,45-54,"Tokyo, Japan",Non-Binary,21.15,Express,17.73,Yes,40
P6694,Washing Machine,Home Appliances,389.46,0,10,338,S125,18-24,"Houston, USA",Male,35.02,Overnight,18.83,Yes,43
P4770,Comics,Books,1001.74,10,8,406,S999,55+,"Dubai, UAE",Male,6.21,Express,8.85,Yes,10
P1396,Cookbooks,Books,1741.58,15,15,117,S236,18-24,"Mumbai, India",Non-Binary,24.44,Overnight,16.59,No,86
P4017,Gaming Console,Electronics,467.29,25,8,144,S689,45-54,"Los Angeles, USA",Male,23.26,Overnight,17.48,No,61
P2387,Washing Machine,Home Appliances,799.07,15,8,48,S407,35-44,"Chicago, USA",Female,41.95,Overnight,8.32,No,94
P8690,Magazines,Books,541.53,5,5,34,S200,35-44,"Los Angeles, USA",Non-Binary,7.28,Standard,5.89,No,83
P9068,Gaming Console,Electronics,1567.92,20,15,159,S566,55+,"Tokyo, Japan",Female,47.57,Express,7.46,No,70
P8276,Shorts,Apparel,729.46,15,8,228,S589,55+,"Sydney, Australia",Male,45.33,Standard,14.02,No,3
P6988,Slippers,Footwear,1176.47,25,5,226,S999,35-44,"Mumbai, India",Male,5.39,Express,6.59,No,69
P9415,Skirt,Apparel,169.7,20,10,404,S587,55+,"New York, USA",Non-Binary,24.99,Standard,14.57,Yes,54
P5130,Vacuum Cleaner,Home Appliances,726.56,10,8,470,S951,35-44,"Mumbai, India",Non-Binary,0.64,Express,11.12,Yes,98
P9964,Smartphone,Electronics,1200.92,20,10,231,S535,18-24,"Chicago, USA",Non-Binary,34.09,Standard,5.53,Yes,21
P3409,Monitor,Electronics,784.88,15,5,413,S140,35-44,"New York, USA",Non-Binary,37.11,Overnight,13.81,No,67
P6469,Comics,Books,474.97,0,15,374,S852,45-54,"London, UK",Non-Binary,22.77,Standard,15.16,Yes,61
P9781,Fiction,Books,869.39,20,5,418,S375,55+,"Phoenix, USA",Female,42.4,Standard,17.92,Yes,45
P2405,Gaming Console,Electronics,901.63,15,15,242,S272,35-44,"Tokyo, Japan",Non-Binary,38.06,Express,18.82,No,9
P5580,Shirt,Apparel,934.13,25,12,32,S146,18-24,Singapore,Female,13.03,Express,5.83,Yes,73
P5565,Magazines,Books,1288.33,15,12,443,S177,45-54,"Toronto, Canada",Female,15.58,Standard,6.63,Yes,20
P3564,Laptop,Electronics,1414.1,10,15,86,S964,45-54,Singapore,Male,2.37,Standard,3.09,Yes,85
P5857,Fiction,Books,190.82,20,5,217,S426,35-44,"Phoenix, USA",Non-Binary,48.09,Standard,4.73,No,68
P3691,Cookbooks,Books,89.51,0,8,227,S736,25-34,"Paris, France",Male,18.38,Express,9.17,No,42
P1734,Magazines,Books,1578.55,15,5,377,S672,45-54,Singapore,Male,42.4,Overnight,1.05,Yes,55
P3829,Toaster,Home Appliances,21.72,5,12,379,S175,35-44,"Berlin, Germany",Male,31.08,Overnight,3.28,No,33
P5096,Comics,Books,1908.97,25,8,90,S473,55+,"Mumbai, India",Non-Binary,33.8,Overnight,2.92,Yes,89
P5150,Headphones,Electronics,920.22,20,12,156,S896,25-34,"Mumbai, India",Non-Binary,23.86,Express,7.19,No,82
P6702,Sandals,Footwear,112.2,20,10,197,S169,55+,"Cape Town, South Africa",Non-Binary,24.81,Express,15.25,Yes,59
P3522,Headphones,Electronics,588.17,10,10,315,S658,18-24,Singapore,Non-Binary,10.42,Standard,8.6,Yes,68
P7805,Smartwatch,Electronics,728.42,10,10,88,S475,25-34,"Cape Town, South Africa",Female,29.66,Overnight,16.07,No,51
P5466,Microwave,Home Appliances,715.27,5,10,217,S906,45-54,"Paris, France",Non-Binary,1.97,Standard,7.98,No,92
P6582,Jeans,Apparel,1546.65,20,12,281,S892,55+,"Houston, USA",Male,49.06,Express,19.57,No,37
P4990,Flats,Footwear,1279.64,20,5,195,S721,18-24,"Tokyo, Japan",Male,40.9,Express,7.95,Yes,4
P7903,Flats,Footwear,1589.28,15,15,161,S711,55+,"London, UK",Female,34.41,Standard,10.39,No,46
P3431,Non-Fiction,Books,1788.92,10,15,438,S146,25-34,"London, UK",Male,43.58,Overnight,3.35,Yes,96
P6028,Microwave,Home Appliances,1504.96,5,15,467,S195,45-54,"Berlin, Germany",Male,49.71,Express,12.92,No,76
P3803,Washing Machine,Home Appliances,1904.51,10,15,443,S184,35-44,Singapore,Male,47.72,Standard,17.81,No,32
P1768,Monitor,Electronics,1541.26,5,8,180,S159,55+,Singapore,Male,0.28,Express,4.96,No,27
P7708,Washing Machine,Home Appliances,894.12,25,5,298,S606,35-44,Singapore,Female,12.64,Standard,13.92,No,51
P6663,Comics,Books,911.53,0,8,173,S811,25-34,"Houston, USA",Non-Binary,19.5,Overnight,3.76,Yes,66
P9125,Cookbooks,Books,1248.83,20,8,24,S772,45-54,"Houston, USA",Male,0.71,Standard,1.83,No,45
P1719,Laptop,Electronics,1976.43,0,10,70,S849,55+,"Berlin, Germany",Female,47.18,Overnight,7.28,No,0
P8639,Cookbooks,Books,1912.59,20,12,320,S999,35-44,Singapore,Female,24.82,Standard,19.51,Yes,61
P2637,Comics,Books,225.37,25,15,429,S520,35-44,"Houston, USA",Male,36.07,Standard,17.45,Yes,85
P1331,Jacket,Apparel,588.34,0,10,218,S432,18-24,"Berlin, Germany",Male,32.32,Standard,12.26,Yes,72
P8976,Non-Fiction,Books,1357.35,0,15,16,S710,45-54,"Sydney, Australia",Non-Binary,18.2,Overnight,6.58,No,50
P2217,Toaster,Home Appliances,1227.44,15,12,221,S903,18-24,"Toronto, Canada",Non-Binary,29.71,Express,17.27,Yes,28
P6280,Formal Shoes,Footwear,785.79,15,10,271,S656,35-44,"Chicago, USA",Non-Binary,21.96,Standard,17.97,No,34
P2076,Textbooks,Books,1614.5,10,12,457,S866,18-24,"Mumbai, India",Male,19.85,Standard,1.49,Yes,53
P5898,Sneakers,Footwear,1174.95,10,10,257,S753,45-54,"Phoenix, USA",Non-Binary,27.55,Express,12.05,Yes,20
P3590,Running Shoes,Footwear,1027.36,20,12,311,S655,35-44,"Cape Town, South Africa",Female,5.1,Overnight,11.84,Yes,24
P6236,Air Conditioner,Home Appliances,144.04,15,12,6,S294,45-54,"London, UK",Female,19.25,Overnight,15.55,Yes,32
P4251,Formal Shoes,Footwear,15.85,20,8,356,S551,45-54,"New York, USA",Male,37.06,Standard,14.68,No,31
P5769,Slippers,Footwear,231.9,20,12,154,S284,18-24,"Mumbai, India",Female,40.88,Overnight,7.55,Yes,90
P3176,Speaker,Electronics,359.39,10,5,131,S176,45-54,Singapore,Female,22.9,Overnight,15.36,No,60
P6725,Jacket,Apparel,1777.28,10,12,33,S914,25-34,"Dubai, UAE",Female,37.02,Overnight,8.32,Yes,16
P9379,Smartphone,Electronics,1822.54,10,8,426,S621,55+,"Berlin, Germany",Non-Binary,1.33,Standard,13.52,No,29
P2891,Fiction,Books,13,0,10,295,S780,35-44,"Los Angeles, USA",Female,27.07,Overnight,3.52,Yes,96
P7458,Heels,Footwear,997.65,25,15,179,S397,35-44,"Phoenix, USA",Female,34.24,Standard,18.17,Yes,48
P4265,T-shirt,Apparel,65.03,25,8,498,S311,18-24,"Paris, France",Male,29.13,Express,5.67,Yes,30
P4897,Washing Machine,Home Appliances,1195.38,0,8,413,S627,35-44,"Phoenix, USA",Female,22.66,Standard,16.6,No,50
P2208,Sweater,Apparel,1909.11,10,12,290,S688,18-24,"Toronto, Canada",Non-Binary,34.2,Standard,10.69,Yes,67
P3317,Smartwatch,Electronics,576.27,5,15,57,S962,55+,"Cape Town, South Africa",Female,10.18,Express,7.91,No,43
P7611,Refrigerator,Home Appliances,1609.97,5,8,383,S749,45-54,"Chicago, USA",Female,2.36,Overnight,3.25,Yes,30
P7450,Camera,Electronics,472.72,5,12,187,S987,18-24,"Chicago, USA",Non-Binary,48.88,Overnight,8.83,No,35
P9089,Gaming Console,Electronics,1030.93,25,8,72,S813,35-44,Singapore,Male,3.73,Overnight,8.82,No,46
P9353,T-shirt,Apparel,1607.63,25,15,337,S774,25-34,"Mumbai, India",Female,14.56,Express,3.88,No,15
P2796,Dishwasher,Home Appliances,1544.96,15,10,82,S547,55+,"Paris, France",Non-Binary,36.36,Overnight,1.84,Yes,31
P3806,Shirt,Apparel,663.25,5,10,422,S716,55+,"Toronto, Canada",Female,44.55,Standard,5.73,Yes,60
P4814,Camera,Electronics,1937.23,5,5,221,S214,55+,"Paris, France",Non-Binary,45.02,Express,17.07,No,42
P1931,Cookbooks,Books,1635.33,10,8,81,S387,25-34,"Sydney, Australia",Male,46.64,Standard,11.28,Yes,38
P7746,Fiction,Books,775.48,20,8,76,S161,18-24,"London, UK",Non-Binary,22.16,Overnight,15.64,No,12
P9447,Textbooks,Books,1403.59,0,15,388,S490,55+,"Mumbai, India",Male,4.74,Express,13.31,No,20
P2800,Speaker,Electronics,890.17,0,5,201,S438,55+,"Cape Town, South Africa",Male,48.94,Standard,16.05,Yes,73
P8678,Sneakers,Footwear,183.49,0,15,55,S216,25-34,"London, UK",Male,18.77,Overnight,3.8,Yes,22
P3700,Toaster,Home Appliances,1038.27,0,5,242,S406,18-24,"Tokyo, Japan",Male,31.46,Overnight,13.6,No,21
P4533,Blender,Home Appliances,398.74,20,12,314,S922,18-24,"Sydney, Australia",Non-Binary,46.25,Express,19.17,Yes,87
P5426,Cookbooks,Books,373.69,25,15,247,S235,55+,"Houston, USA",Female,49.49,Standard,9.93,Yes,95
P3328,Gaming Console,Electronics,503.67,0,12,204,S190,18-24,"Berlin, Germany",Male,17.75,Overnight,13.42,No,55
P1829,Boots,Footwear,335.49,10,10,388,S226,55+,"Toronto, Canada",Non-Binary,8.46,Overnight,3.88,No,18
P3530,Headphones,Electronics,279.06,25,12,424,S575,35-44,Singapore,Non-Binary,12.97,Express,6.36,Yes,98
P6306,Jeans,Apparel,1141.31,25,15,142,S580,55+,"Los Angeles, USA",Non-Binary,32.4,Standard,15.79,Yes,5
P1845,Biographies,Books,1713.03,0,12,233,S633,25-34,"Los Angeles, USA",Non-Binary,7.25,Standard,1.88,No,41
P7554,Tablet,Electronics,106.41,15,12,487,S537,35-44,"Cape Town, South Africa",Male,0.11,Standard,5.79,No,26
P3207,Boots,Footwear,1148.91,25,15,211,S363,55+,"Phoenix, USA",Non-Binary,42.96,Express,6.6,No,56
P3781,T-shirt,Apparel,1640.51,25,8,255,S516,45-54,"Dubai, UAE",Female,42.68,Overnight,18.52,No,31
P7503,Formal Shoes,Footwear,1867.5,25,15,328,S508,25-34,"Phoenix, USA",Female,37.24,Overnight,13.34,No,40
P2856,Sweater,Apparel,202.39,20,8,258,S742,18-24,"New York, USA",Non-Binary,46.23,Standard,13.15,No,52
P9282,Heels,Footwear,1805.43,20,8,301,S708,45-54,"Cape Town, South Africa",Male,15.69,Standard,6.69,No,61
P4424,Jacket,Apparel,481.65,5,12,77,S451,55+,"Phoenix, USA",Female,16.56,Overnight,6.41,Yes,67
P4256,Blender,Home Appliances,427.38,25,5,450,S531,35-44,"London, UK",Male,23.46,Express,15.27,Yes,17
P5862,Toaster,Home Appliances,518.23,25,5,131,S249,55+,"Houston, USA",Male,14.54,Overnight,9.55,Yes,6
P8573,Microwave,Home Appliances,913.39,5,10,190,S538,55+,"Houston, USA",Female,45.68,Express,16.05,Yes,52
P1893,Air Conditioner,Home Appliances,1646.39,0,12,208,S200,45-54,"New York, USA",Non-Binary,9.01,Standard,15.31,Yes,62
P9034,Cookbooks,Books,507.57,5,5,451,S237,25-34,"Berlin, Germany",Male,16.65,Express,9.17,No,39
P6011,Laptop,Electronics,994.6,5,10,239,S561,55+,"Dubai, UAE",Female,6.82,Overnight,5.07,Yes,45
P8096,Comics,Books,1325.81,0,12,434,S943,25-34,Singapore,Male,4.42,Standard,7.36,No,38
P2111,Air Conditioner,Home Appliances,1206.14,15,15,55,S602,55+,"New York, USA",Non-Binary,9.64,Standard,12.76,No,25
P4837,Tablet,Electronics,828.34,25,15,268,S221,25-34,"Paris, France",Non-Binary,45.34,Overnight,9.42,No,18
P9252,Formal Shoes,Footwear,1008.72,10,5,353,S444,35-44,"Houston, USA",Female,18.18,Express,18.16,Yes,94
P8111,Graphic Novels,Books,1904.57,15,12,435,S408,18-24,"Mumbai, India",Non-Binary,30.24,Overnight,5.39,Yes,80
P5254,Graphic Novels,Books,803.24,0,15,221,S640,18-24,"Mumbai, India",Female,46.96,Express,16.31,No,92
P6001,Dress,Apparel,711.1,25,5,98,S716,45-54,"Chicago, USA",Female,49.21,Overnight,4.46,No,88
P9040,Headphones,Electronics,417.81,20,10,425,S184,18-24,"Phoenix, USA",Male,24.25,Overnight,10.46,No,33
P9435,Air Conditioner,Home Appliances,1045.55,20,5,302,S147,45-54,"Dubai, UAE",Female,31.46,Overnight,8.69,No,12
P5992,Flats,Footwear,1929.23,25,10,362,S190,45-54,"Chicago, USA",Male,25.87,Express,3.35,No,98
P2758,Sweater,Apparel,1792.47,0,5,172,S986,35-44,"New York, USA",Female,1.11,Standard,7.32,No,69
P3624,Shirt,Apparel,169.85,20,5,486,S842,45-54,"Berlin, Germany",Non-Binary,3.06,Express,19.73,No,37
P3729,Dress,Apparel,1500.6,0,8,328,S810,45-54,"London, UK",Non-Binary,12.49,Express,4.88,Yes,39
P5573,Fiction,Books,1594.37,25,8,364,S655,25-34,"Mumbai, India",Male,24.02,Overnight,3.12,Yes,52
P6576,Formal Shoes,Footwear,123.11,5,12,258,S890,35-44,"Tokyo, Japan",Female,3.76,Standard,12.4,Yes,4
P8933,Skirt,Apparel,559.3,25,12,313,S262,25-34,"Tokyo, Japan",Female,36.19,Standard,12.38,No,75
P7755,Slippers,Footwear,1079.84,20,8,307,S531,55+,Singapore,Female,34.33,Standard,12.65,No,15
P4839,Headphones,Electronics,256.76,5,5,386,S944,55+,"Mumbai, India",Male,0.43,Express,9.3,No,56
P9040,Refrigerator,Home Appliances,1689.06,5,10,423,S920,55+,"Chicago, USA",Non-Binary,19.45,Overnight,14.47,No,57
P5239,Socks,Apparel,915.13,20,8,438,S217,35-44,"Sydney, Australia",Male,25.6,Overnight,1.33,Yes,55
P7114,Dishwasher,Home Appliances,1869.03,10,12,172,S839,35-44,"Tokyo, Japan",Non-Binary,45.56,Standard,15.74,Yes,58
P1541,Washing Machine,Home Appliances,1720.15,20,12,129,S389,55+,"Tokyo, Japan",Female,34.75,Express,6.28,No,45
P3545,Gaming Console,Electronics,397.84,5,10,385,S391,45-54,"New York, USA",Non-Binary,13.26,Overnight,6.1,No,18
P2783,Washing Machine,Home Appliances,1069.52,0,5,119,S308,45-54,"Tokyo, Japan",Female,6.3,Standard,3.13,Yes,15
P1842,Biographies,Books,1522.96,15,15,88,S121,35-44,"Houston, USA",Male,47.61,Overnight,19.17,Yes,1
P3307,Formal Shoes,Footwear,915.51,10,8,212,S690,18-24,"New York, USA",Non-Binary,1.96,Express,9.56,No,78
P3830,Textbooks,Books,834,20,12,19,S418,45-54,"Phoenix, USA",Female,42.15,Overnight,10.07,No,1
P2153,Laptop,Electronics,1122.25,0,8,474,S889,18-24,"Houston, USA",Male,29.36,Standard,3.48,No,74
P7680,Toaster,Home Appliances,1609.02,20,10,352,S620,45-54,"Tokyo, Japan",Non-Binary,2.22,Standard,19.05,No,37
P8507,Non-Fiction,Books,111.64,5,5,178,S116,45-54,"Phoenix, USA",Non-Binary,3.94,Standard,8.8,Yes,9
P8286,Monitor,Electronics,1948.07,10,8,487,S251,18-24,"Dubai, UAE",Female,30.57,Express,12.83,Yes,95
P7283,Tablet,Electronics,1635.81,20,10,137,S129,18-24,"Los Angeles, USA",Male,16.64,Standard,14.53,Yes,51
P1552,Refrigerator,Home Appliances,378.15,0,10,298,S532,35-44,"Mumbai, India",Female,32.77,Overnight,6.14,No,42
P4519,Refrigerator,Home Appliances,1938.11,10,5,378,S783,45-54,"Dubai, UAE",Male,31.4,Standard,14.99,Yes,20
P4355,Laptop,Electronics,946.18,5,10,493,S307,45-54,"Phoenix, USA",Non-Binary,29.84,Overnight,9.04,Yes,20
P9172,Biographies,Books,440.52,5,10,367,S844,45-54,"Houston, USA",Female,35.72,Standard,3.31,Yes,37
P8479,Laptop,Electronics,219.82,15,8,420,S347,45-54,"Tokyo, Japan",Female,33.5,Standard,19.55,Yes,97
P6501,Vacuum Cleaner,Home Appliances,1117.52,20,15,482,S210,25-34,"Toronto, Canada",Male,34.94,Overnight,12.84,Yes,1
P1349,Camera,Electronics,644.91,5,12,456,S366,35-44,"Paris, France",Non-Binary,41.2,Express,16.63,Yes,0
P6265,Air Conditioner,Home Appliances,883.74,15,10,250,S819,35-44,Singapore,Non-Binary,48.38,Standard,15.39,Yes,9
P4803,Jacket,Apparel,1590.88,5,5,403,S518,55+,"Cape Town, South Africa",Male,22.98,Overnight,1.98,No,25
P8332,Refrigerator,Home Appliances,1764.25,0,5,22,S293,18-24,Singapore,Non-Binary,27.51,Standard,10.37,Yes,40
P1925,Heels,Footwear,1112,25,12,425,S108,25-34,"Phoenix, USA",Female,24.78,Overnight,5.43,Yes,8
P5666,Slippers,Footwear,1252.94,5,5,286,S830,45-54,"Los Angeles, USA",Male,34.74,Overnight,5.33,Yes,8
P7599,Fiction,Books,349.07,15,8,332,S348,45-54,"Paris, France",Female,17.42,Overnight,6.03,Yes,5
P1971,Sneakers,Footwear,198.66,15,5,379,S312,35-44,"Cape Town, South Africa",Male,42.36,Standard,10.82,No,81
P6185,Jacket,Apparel,600.56,0,12,377,S824,18-24,"New York, USA",Male,34.68,Standard,5.44,Yes,64
P5923,Laptop,Electronics,1604.24,5,5,403,S528,18-24,"Mumbai, India",Non-Binary,13.93,Express,5.23,No,96
P9734,Toaster,Home Appliances,1408.14,0,5,470,S769,45-54,Singapore,Female,38.56,Overnight,10.07,No,54
P4006,Slippers,Footwear,1581.55,20,12,350,S994,55+,"Houston, USA",Male,12.54,Express,1.36,No,52
P9792,Biographies,Books,410.72,25,10,287,S565,18-24,"Houston, USA",Female,37.54,Express,10.91,No,19
P6051,Comics,Books,177.3,25,12,191,S357,35-44,"Cape Town, South Africa",Female,34.81,Overnight,8.66,Yes,25
P1541,Socks,Apparel,718.41,5,12,248,S423,35-44,Singapore,Male,47.35,Overnight,12.68,No,53
P8207,Dishwasher,Home Appliances,888.93,0,8,291,S205,25-34,"London, UK",Male,21.18,Standard,15.06,Yes,41
P9657,Laptop,Electronics,938.46,0,12,143,S970,18-24,"Toronto, Canada",Non-Binary,16.06,Standard,11.39,Yes,10
P5665,Socks,Apparel,1677.52,5,5,93,S765,18-24,"New York, USA",Male,35.19,Express,8.74,No,88
P3693,Non-Fiction,Books,575.33,15,10,413,S979,45-54,"London, UK",Female,33.29,Standard,6.02,No,71
P9933,Washing Machine,Home Appliances,1561.35,5,8,386,S383,18-24,Singapore,Female,7.7,Overnight,8.31,Yes,14
P2573,Camera,Electronics,315.43,10,10,462,S593,55+,"Sydney, Australia",Female,21.23,Express,15.51,Yes,68
P8055,Speaker,Electronics,834.66,10,15,416,S571,55+,Singapore,Non-Binary,3.25,Express,2,Yes,85
P6195,Jacket,Apparel,676.5,5,5,43,S832,55+,"Paris, France",Female,19.28,Overnight,14.53,No,55
P7554,Shirt,Apparel,1674.94,15,5,220,S464,35-44,"Paris, France",Female,1.42,Standard,12.25,No,24
